"player's name","total points","total rebounds","assists","steals","blocks","turnovers","games played","salary","missed field goals","missed free throws","efficiency index"
"Markieff Morris",12.4074074074074,5.85185185185185,1.37037037037037,0.925925925925926,0.62962962962963,-1.66666666666667,27,8e+06,-5.66666666666667,-0.481481481481481,10.7571853414728
"Nene Hilario",9.21052631578947,4.54385964912281,1.70175438596491,0.947368421052632,0.456140350877193,-1.33333333333333,57,1.3e+07,-3.07017543859649,-1.36842105263158,8.50249134084515
"Kent Bazemore",11.6266666666667,5.05333333333333,2.28,1.30666666666667,0.506666666666667,-1.84,75,2e+06,-5.4,-0.373333333333333,9.78404236505849
"Thabo Sefolosha",6.4,4.45333333333333,1.42666666666667,1.13333333333333,0.493333333333333,-0.906666666666667,75,4e+06,-2.45333333333333,-0.493333333333333,6.01726732450803
"Coty Clarke",2,0.333333333333333,0,0,0,-0.333333333333333,3,61776,-0.666666666666667,0,1.57769327272139
"Jae Crowder",14.2191780821918,5.10958904109589,1.84931506849315,1.72602739726027,0.479452054794521,-1.13698630136986,73,6e+06,-6.20547945205479,-0.589041095890411,11.812922623356
"Bojan Bogdanovic",11.2278481012658,3.22784810126582,1.25316455696203,0.367088607594937,0.0632911392405063,-1.45569620253165,79,3425510,-5.37974683544304,-0.278481012658228,8.83639307492026
"Joe Johnson",11.7719298245614,3.92982456140351,4.07017543859649,0.701754385964912,0.0350877192982456,-2.03508771929825,57,24894863,-6.33333333333333,-0.280701754385965,9.53212298729457
"Rondae Hollis-Jefferson",5.75862068965517,5.31034482758621,1.48275862068966,1.3448275862069,0.551724137931034,-0.896551724137931,29,1335480,-2.58620689655172,-0.517241379310345,5.6274434650728
"Sergey Karasev",2.425,1.45,0.875,0.15,0.05,-0.55,40,1599840,-1.1,-0.05,2.18387620105385
"Doug McDermott",9.4320987654321,2.40740740740741,0.728395061728395,0.172839506172839,0.0740740740740741,-0.654320987654321,81,2380440,-4.35802469135802,-0.148148148148148,7.41108347586594
"Mike Dunleavy",7.16129032258065,2.67741935483871,1.25806451612903,0.451612903225806,0.32258064516129,-0.838709677419355,31,4500000,-3.58064516129032,-0.258064516129032,5.82165604905352
"Tony Snell",5.28125,3.109375,0.984375,0.25,0.265625,-0.8125,64,1535880,-3.328125,-0.046875,4.3131522834631
"Michael Kidd-Gilchrist",12.7142857142857,6.42857142857143,1.28571428571429,0.428571428571429,0.428571428571429,-1.14285714285714,7,6331404,-4,-1.28571428571429,11.4098957796423
"Nicolas Batum",14.9428571428571,6.11428571428571,5.75714285714286,0.928571428571429,0.614285714285714,-2.92857142857143,70,12235750,-7.15714285714286,-0.414285714285714,12.7506116614175
"Dahntay Jones",13,5,2,1,2,0,1,8819,-8,0,10.2302183695518
